Code,License Type,Indicator Name,Short definition,Long definition,Source,Topic,Dataset,Unit of measure,Periodicity,Aggregation method,Statistical concept and methodology,Development relevance,Limitations and exceptions,General comments,Notes from original source,License URL
SE.SEC.ENRL.GC,CC BY-4.0,"Secondary education, general pupils",,"Secondary general pupils are the number of secondary students enrolled in general education programs, including teacher training.",UNESCO Institute for Statistics (http://uis.unesco.org/). Data as of February 2020.,Education: Participation,,,Annual,Sum,"Enrollment includes Individuals officially registered in a given educational programme, or stage or module thereof, regardless of age.

Data on education are collected by the UNESCO Institute for Statistics from official responses to its annual education survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011. 

The reference years reflect the school year for which the data are presented. In some countries the school year spans two calendar years (for example, from September 2010 to June 2011); in these cases the reference year refers to the year in which the school year ended (2011 in the example).",,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
SE.SEC.ENRL.GC.FE.ZS,CC BY-4.0,"Secondary education, general pupils (% female)",,"Secondary general pupils are the number of secondary students enrolled in general education programs, including teacher training.",UNESCO Institute for Statistics (http://uis.unesco.org/). Data as of February 2020.,Education: Participation,,,Annual,Weighted average,"Percentage of female enrollment is calculated by dividing the total number of female students at a given level of education by the total enrollment at the same level, and multiplying by 100.

Data on education are collected by the UNESCO Institute for Statistics from official responses to its annual education survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011. 

The reference years reflect the school year for which the data are presented. In some countries the school year spans two calendar years (for example, from September 2010 to June 2011); in these cases the reference year refers to the year in which the school year ended (2011 in the example).",The share of girls allows an assessment on gender composition in school enrollment. A value greater than 50% indicates participation of more girls at a specific level or programme of education.,"The percentage of female enrollment is limited in assessing gender parity, because it's affected by the gender composition of population. Ratio of female to male in enrollment rate provides a population adjusted measure of gender parity.",,,https://datacatalog.worldbank.org/public-licenses#cc-by
SE.SEC.ENRL,CC BY-4.0,"Secondary education, pupils",,Secondary education pupils is the total number of pupils enrolled at secondary level in public and private schools.,UNESCO Institute for Statistics (http://uis.unesco.org/). Data as of September 2020.,Education: Participation,,,Annual,Sum,"Enrollment includes Individuals officially registered in a given educational programme, or stage or module thereof, regardless of age.

Data on education are collected by the UNESCO Institute for Statistics from official responses to its annual education survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011. 

The reference years reflect the school year for which the data are presented. In some countries the school year spans two calendar years (for example, from September 2010 to June 2011); in these cases the reference year refers to the year in which the school year ended (2011 in the example).",,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
SE.SEC.ENRL.FE.ZS,CC BY-4.0,"Secondary education, pupils (% female)",,Female pupils as a percentage of total pupils at secondary level includes enrollments in public and private schools.,UNESCO Institute for Statistics (http://uis.unesco.org/). Data as of February 2020.,Education: Participation,,,Annual,Weighted average,"Percentage of female enrollment is calculated by dividing the total number of female students at a given level of education by the total enrollment at the same level, and multiplying by 100.

Data on education are collected by the UNESCO Institute for Statistics from official responses to its annual education survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011. 

The reference years reflect the school year for which the data are presented. In some countries the school year spans two calendar years (for example, from September 2010 to June 2011); in these cases the reference year refers to the year in which the school year ended (2011 in the example).",The share of girls allows an assessment on gender composition in school enrollment. A value greater than 50% indicates participation of more girls at a specific level or programme of education.,"The percentage of female enrollment is limited in assessing gender parity, because it's affected by the gender composition of population. Ratio of female to male in enrollment rate provides a population adjusted measure of gender parity.",,,https://datacatalog.worldbank.org/public-licenses#cc-by
SE.SEC.ENRL.VO,CC BY-4.0,"Secondary education, vocational pupils",,"Secondary vocational pupils are the number of secondary students enrolled in technical and vocational education programs, including teacher training.",UNESCO Institute for Statistics (http://uis.unesco.org/). Data as of February 2020.,Education: Participation,,,Annual,Sum,"Enrollment includes Individuals officially registered in a given educational programme, or stage or module thereof, regardless of age.

Data on education are collected by the UNESCO Institute for Statistics from official responses to its annual education survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011. 

The reference years reflect the school year for which the data are presented. In some countries the school year spans two calendar years (for example, from September 2010 to June 2011); in these cases the reference year refers to the year in which the school year ended (2011 in the example).",,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
SE.SEC.ENRL.VO.FE.ZS,CC BY-4.0,"Secondary education, vocational pupils (% female)",,"Secondary vocational pupils are the number of secondary students enrolled in technical and vocational education programs, including teacher training.",UNESCO Institute for Statistics (http://uis.unesco.org/). Data as of February 2020.,Education: Participation,,,Annual,Weighted average,"Percentage of female enrollment is calculated by dividing the total number of female students at a given level of education by the total enrollment at the same level, and multiplying by 100.

Data on education are collected by the UNESCO Institute for Statistics from official responses to its annual education survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011. 

The reference years reflect the school year for which the data are presented. In some countries the school year spans two calendar years (for example, from September 2010 to June 2011); in these cases the reference year refers to the year in which the school year ended (2011 in the example).",The share of girls allows an assessment on gender composition in school enrollment. A value greater than 50% indicates participation of more girls at a specific level or programme of education.,"The percentage of female enrollment is limited in assessing gender parity, because it's affected by the gender composition of population. Ratio of female to male in enrollment rate provides a population adjusted measure of gender parity.",,,https://datacatalog.worldbank.org/public-licenses#cc-by
IT.NET.SECR,CC BY-4.0,Secure Internet servers,,"The number of distinct, publicly-trusted TLS/SSL certificates found in the Netcraft Secure Server Survey.",Netcraft (http://www.netcraft.com/),Infrastructure: Communications,,,Annual,Sum,"The survey examines the use of encrypted transactions through extensive automated exploration, tallying the number of web sites using HTTPS. This analysis relates to those sites found in the survey where the certificate is valid for the hostname, and the certificate has been issued from a publicly-trusted root. The indicator refers to valid, third-party certificates. Included are sites found in the survey where the common name in the certificate matched the hostname, and the certificate's digital signature was not detected as being self-signed. The location is derived from the hosting location of the sites using the certificates (rather than the countries indicated on the certificates themselves.) "Netcraft's survey counts (unique) valid certificates issued by widely-trusted third-party certification authorities. A certificate must be valid, that is it must be within its validity period (certificates are usually valid for up to 39 months), and the digital signatures on the certificate must check successfully. It must be issued by third party certificate issuer that is recognised by Netcraft. Netcraft investigate new issuers each month and determine whether they are third party issuers that could be expected to be trusted by some user base; CAs that issue only for one company are generally excluded, as are self-signed certificates." Netcraft note on the term “valid certificates": “There is nothing inherently "invalid" about private certification or self-signed certificates. But neither of these types of certificates are generally accepted by end-users' browsers, and browsers would typically report them as "invalid", so our terminology is consistent with normal user expectations.” [https://www.netcraft.com/] The data reflects the December survey in that year.","The quality of an economy's infrastructure, including power and communications, is an important element in investment decisions for both domestic and foreign investors. Government effort alone is not enough to meet the need for investments in modern infrastructure; public-private partnerships, especially those involving local providers and financiers, are critical for lowering costs and delivering value for money. In telecommunications, competition in the marketplace, along with sound regulation, is lowering costs, improving quality, and easing access to services around the globe. Today's smartphones and tablets have computer power equivalent to that of yesterday's computers and provide a similar range of functions. Device convergence is thus rendering the conventional definition obsolete.

Comparable statistics on access, use, quality, and affordability of ICT are needed to formulate growth-enabling policies for the sector and to monitor and evaluate the sector's impact on development. Although basic access data are available for many countries, in most developing countries little is known about who uses ICT; what they are used for (school, work, business, research, government); and how they affect people and businesses. The global Partnership on Measuring ICT for Development is helping to set standards, harmonize information and communications technology statistics, and build statistical capacity in developing countries. However, despite significant improvements in the developing world, the gap between the ICT haves and have-nots remains.

Access to telecommunication services rose on an unprecedented scale over the past two decades. This growth was driven primarily by wireless technologies and liberalization of telecommunications markets, which have enabled faster and less costly network rollout. Mobile communications have a particularly important impact in rural areas. The mobility, ease of use, flexible deployment, and relatively low and declining rollout costs of wireless technologies enable them to reach rural populations with low levels of income and literacy. The next billion mobile subscribers will consist mainly of the rural poor. Access is the key to delivering telecommunications services to people. If the service is not affordable to most people, goals of universal usage will not be met.

Over the past decade new financing and technology, along with privatization and market liberalization, have spurred dramatic growth in telecommunications in many countries. With the rapid development of mobile telephony and the global expansion of the Internet, information and communication technologies are increasingly recognized as essential tools of development, contributing to global integration and enhancing public sector effectiveness, efficiency, and transparency.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by
IT.NET.SECR.P6,CC BY-4.0,Secure Internet servers (per 1 million people),,"The number of distinct, publicly-trusted TLS/SSL certificates found in the Netcraft Secure Server Survey.",Netcraft (http://www.netcraft.com/) and World Bank population estimates.,Infrastructure: Communications,,,Annual,Weighted Average,"The survey examines the use of encrypted transactions through extensive automated exploration, tallying the number of web sites using HTTPS. This analysis relates to those sites found in the survey where the certificate is valid for the hostname, and the certificate has been issued from a publicly-trusted root. The indicator refers to valid, third-party certificates. Included are sites found in the survey where the common name in the certificate matched the hostname, and the certificate's digital signature was not detected as being self-signed. The location is derived from the hosting location of the sites using the certificates (rather than the countries indicated on the certificates themselves.) "Netcraft's survey counts (unique) valid certificates issued by widely-trusted third-party certification authorities. A certificate must be valid, that is it must be within its validity period (certificates are usually valid for up to 39 months), and the digital signatures on the certificate must check successfully. It must be issued by third party certificate issuer that is recognised by Netcraft. Netcraft investigate new issuers each month and determine whether they are third party issuers that could be expected to be trusted by some user base; CAs that issue only for one company are generally excluded, as are self-signed certificates." Netcraft note on the term “valid certificates": “There is nothing inherently "invalid" about private certification or self-signed certificates. But neither of these types of certificates are generally accepted by end-users' browsers, and browsers would typically report them as "invalid", so our terminology is consistent with normal user expectations.” [https://www.netcraft.com/] The data reflects the December survey in that year.","The quality of an economy's infrastructure, including power and communications, is an important element in investment decisions for both domestic and foreign investors. Government effort alone is not enough to meet the need for investments in modern infrastructure; public-private partnerships, especially those involving local providers and financiers, are critical for lowering costs and delivering value for money. In telecommunications, competition in the marketplace, along with sound regulation, is lowering costs, improving quality, and easing access to services around the globe. Today's smartphones and tablets have computer power equivalent to that of yesterday's computers and provide a similar range of functions. Device convergence is thus rendering the conventional definition obsolete.

Comparable statistics on access, use, quality, and affordability of ICT are needed to formulate growth-enabling policies for the sector and to monitor and evaluate the sector's impact on development. Although basic access data are available for many countries, in most developing countries little is known about who uses ICT; what they are used for (school, work, business, research, government); and how they affect people and businesses. The global Partnership on Measuring ICT for Development is helping to set standards, harmonize information and communications technology statistics, and build statistical capacity in developing countries. However, despite significant improvements in the developing world, the gap between the ICT haves and have-nots remains.

Access to telecommunication services rose on an unprecedented scale over the past two decades. This growth was driven primarily by wireless technologies and liberalization of telecommunications markets, which have enabled faster and less costly network rollout. Mobile communications have a particularly important impact in rural areas. The mobility, ease of use, flexible deployment, and relatively low and declining rollout costs of wireless technologies enable them to reach rural populations with low levels of income and literacy. The next billion mobile subscribers will consist mainly of the rural poor. Access is the key to delivering telecommunications services to people. If the service is not affordable to most people, goals of universal usage will not be met.

Over the past decade new financing and technology, along with privatization and market liberalization, have spurred dramatic growth in telecommunications in many countries. With the rapid development of mobile telephony and the global expansion of the Internet, information and communication technologies are increasingly recognized as essential tools of development, contributing to global integration and enhancing public sector effectiveness, efficiency, and transparency.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by
SL.UEM.NEET.FE.ZS,CC BY-4.0,"Share of youth not in education, employment or training, female (% of female youth population)",,"Share of youth not in education, employment or training (NEET) is the proportion of young people who are not in education, employment, or training to the population of the corresponding age group: youth (ages 15 to 24); persons ages 15 to 29; or both age groups.","International Labour Organization, ILOSTAT database. Data retrieved on January 29, 2021.",Social Protection & Labor: Unemployment,,,Annual,Weighted Average,"The standard definition of unemployed persons is those individuals without work in a recent past period, and currently available for and seeking for employment. But there may be persons who do not actively "seek" work because they view job opportunities as limited, or because they have restricted labour mobility, or face discrimination, or structural, social or cultural barriers. NEET rates capture more broadly untapped potential youth, including such individuals who want to work but are not seeking work (often called the "hidden unemployed" or "discouraged workers").

Youth are defined as persons ages 15 to 24; young adults are those ages 25 to 29; and adults are those ages 25 and above. However, countries vary somewhat in their operational definitions. In particular, the lower age limit for young people is usually determined by the minimum age for leaving school, where this exists. When data are available for more than two age groups in a given year, one value for persons ages 15 to 29 is taken, considering that not all people complete their education by the age of 24.","Unemployment and total employment are the broadest indicators of economic activity as reflected by the labor market. The International Labour Organization(ILO) defines the unemployed as members of the economically active population who are without work but available for and seeking work, including people who have lost their jobs or who have voluntarily left work. Some unemployment is unavoidable. At any time some workers are temporarily unemployed - between jobs as employers look for the right workers and workers search for better jobs. Such unemployment, often called frictional unemployment, results from the normal operation of labor markets.

Youth unemployment is an important policy issue for many economies. Young men and women today face increasing uncertainty in their hopes of undergoing a satisfactory transition in the labour market, and this uncertainty and disillusionment can, in turn, have damaging effects on individuals, communities, economies and society at large. Unemployed or underemployed youth are less able to contribute effectively to national development and have fewer opportunities to exercise their rights as citizens. They have less to spend as consumers, less to invest as savers and often have no "voice" to bring about change in their lives and communities. Widespread youth unemployment and underemployment also prevents companies and countries from innovating and developing competitive advantages based on human capital investment, thus undermining future prospects.

The NEET group is particularly at risk of both labour market and social exclusion, because this group is neither improving their future employability through investment in skills nor gaining experience through employment, . In addition, the NEET group is already in a disadvantaged position due to lower levels of education and lower household incomes. In view of the fact that the NEET group includes unemployed youth as well as economically inactive youth, the NEET rate provides important complementray information to labour force participation rates and unemploymenent rates. For example, if youth participation rates decrease during an economic downturn due to discouragement, this may be reflected in an upward movement in the NEET rate. More generally, a high NEET rate and a low youth unemployment may indicate significant discouragement of young people. A high NEET rate for young women suggests their engagement in household chores, and/or the presence of strong institutional barriers limiting female participation in labour markets.",Data should be used cautiously because of differences in age coverage.,,,https://datacatalog.worldbank.org/public-licenses#cc-by
SL.UEM.NEET.MA.ZS,CC BY-4.0,"Share of youth not in education, employment or training, male (% of male youth population)",,"Share of youth not in education, employment or training (NEET) is the proportion of young people who are not in education, employment, or training to the population of the corresponding age group: youth (ages 15 to 24); persons ages 15 to 29; or both age groups.","International Labour Organization, ILOSTAT database. Data retrieved on January 29, 2021.",Social Protection & Labor: Unemployment,,,Annual,Weighted Average,"The standard definition of unemployed persons is those individuals without work in a recent past period, and currently available for and seeking for employment. But there may be persons who do not actively "seek" work because they view job opportunities as limited, or because they have restricted labour mobility, or face discrimination, or structural, social or cultural barriers. NEET rates capture more broadly untapped potential youth, including such individuals who want to work but are not seeking work (often called the "hidden unemployed" or "discouraged workers").

Youth are defined as persons ages 15 to 24; young adults are those ages 25 to 29; and adults are those ages 25 and above. However, countries vary somewhat in their operational definitions. In particular, the lower age limit for young people is usually determined by the minimum age for leaving school, where this exists. When data are available for more than two age groups in a given year, one value for persons ages 15 to 29 is taken, considering that not all people complete their education by the age of 24.","Unemployment and total employment are the broadest indicators of economic activity as reflected by the labor market. The International Labour Organization(ILO) defines the unemployed as members of the economically active population who are without work but available for and seeking work, including people who have lost their jobs or who have voluntarily left work. Some unemployment is unavoidable. At any time some workers are temporarily unemployed - between jobs as employers look for the right workers and workers search for better jobs. Such unemployment, often called frictional unemployment, results from the normal operation of labor markets.

Youth unemployment is an important policy issue for many economies. Young men and women today face increasing uncertainty in their hopes of undergoing a satisfactory transition in the labour market, and this uncertainty and disillusionment can, in turn, have damaging effects on individuals, communities, economies and society at large. Unemployed or underemployed youth are less able to contribute effectively to national development and have fewer opportunities to exercise their rights as citizens. They have less to spend as consumers, less to invest as savers and often have no "voice" to bring about change in their lives and communities. Widespread youth unemployment and underemployment also prevents companies and countries from innovating and developing competitive advantages based on human capital investment, thus undermining future prospects.

The NEET group is particularly at risk of both labour market and social exclusion, because this group is neither improving their future employability through investment in skills nor gaining experience through employment, . In addition, the NEET group is already in a disadvantaged position due to lower levels of education and lower household incomes. In view of the fact that the NEET group includes unemployed youth as well as economically inactive youth, the NEET rate provides important complementray information to labour force participation rates and unemploymenent rates. For example, if youth participation rates decrease during an economic downturn due to discouragement, this may be reflected in an upward movement in the NEET rate. More generally, a high NEET rate and a low youth unemployment may indicate significant discouragement of young people. A high NEET rate for young women suggests their engagement in household chores, and/or the presence of strong institutional barriers limiting female participation in labour markets.",Data should be used cautiously because of differences in age coverage.,,,https://datacatalog.worldbank.org/public-licenses#cc-by
SL.UEM.NEET.ZS,CC BY-4.0,"Share of youth not in education, employment or training, total (% of youth population)",,"Share of youth not in education, employment or training (NEET) is the proportion of young people who are not in education, employment, or training to the population of the corresponding age group: youth (ages 15 to 24); persons ages 15 to 29; or both age groups.","International Labour Organization, ILOSTAT database. Data retrieved on January 29, 2021.",Social Protection & Labor: Unemployment,,,Annual,Weighted Average,"The standard definition of unemployed persons is those individuals without work in a recent past period, and currently available for and seeking for employment. But there may be persons who do not actively "seek" work because they view job opportunities as limited, or because they have restricted labour mobility, or face discrimination, or structural, social or cultural barriers. NEET rates capture more broadly untapped potential youth, including such individuals who want to work but are not seeking work (often called the "hidden unemployed" or "discouraged workers").

Youth are defined as persons ages 15 to 24; young adults are those ages 25 to 29; and adults are those ages 25 and above. However, countries vary somewhat in their operational definitions. In particular, the lower age limit for young people is usually determined by the minimum age for leaving school, where this exists. When data are available for more than two age groups in a given year, one value for persons ages 15 to 29 is taken, considering that not all people complete their education by the age of 24.","Unemployment and total employment are the broadest indicators of economic activity as reflected by the labor market. The International Labour Organization(ILO) defines the unemployed as members of the economically active population who are without work but available for and seeking work, including people who have lost their jobs or who have voluntarily left work. Some unemployment is unavoidable. At any time some workers are temporarily unemployed - between jobs as employers look for the right workers and workers search for better jobs. Such unemployment, often called frictional unemployment, results from the normal operation of labor markets.

Youth unemployment is an important policy issue for many economies. Young men and women today face increasing uncertainty in their hopes of undergoing a satisfactory transition in the labour market, and this uncertainty and disillusionment can, in turn, have damaging effects on individuals, communities, economies and society at large. Unemployed or underemployed youth are less able to contribute effectively to national development and have fewer opportunities to exercise their rights as citizens. They have less to spend as consumers, less to invest as savers and often have no "voice" to bring about change in their lives and communities. Widespread youth unemployment and underemployment also prevents companies and countries from innovating and developing competitive advantages based on human capital investment, thus undermining future prospects.

The NEET group is particularly at risk of both labour market and social exclusion, because this group is neither improving their future employability through investment in skills nor gaining experience through employment, . In addition, the NEET group is already in a disadvantaged position due to lower levels of education and lower household incomes. In view of the fact that the NEET group includes unemployed youth as well as economically inactive youth, the NEET rate provides important complementray information to labour force participation rates and unemploymenent rates. For example, if youth participation rates decrease during an economic downturn due to discouragement, this may be reflected in an upward movement in the NEET rate. More generally, a high NEET rate and a low youth unemployment may indicate significant discouragement of young people. A high NEET rate for young women suggests their engagement in household chores, and/or the presence of strong institutional barriers limiting female participation in labour markets.",Data should be used cautiously because of differences in age coverage.,,,https://datacatalog.worldbank.org/public-licenses#cc-by
SH.STA.SUIC.P5,CC BY-4.0,"Suicide mortality rate (per 100,000 population)",,"Suicide mortality rate is the number of suicide deaths in a year per 100,000 population. Crude suicide rate (not age-adjusted).","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",Health: Mortality,,,Annual,Weighted Average,,,,This is the Sustainable Development Goal indicator 3.4.2[https://unstats.un.org/sdgs/metadata/].,,https://datacatalog.worldbank.org/public-licenses#cc-by
SH.STA.SUIC.FE.P5,CC BY-4.0,"Suicide mortality rate, female (per 100,000 female population)",,"Suicide mortality rate is the number of suicide deaths in a year per 100,000 population. Crude suicide rate (not age-adjusted).","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",Health: Mortality,,,Annual,Weighted Average,,,,This is a sex-disaggregated indicator for Sustainable Development Goal 3.4.2[https://unstats.un.org/sdgs/metadata/].,,https://datacatalog.worldbank.org/public-licenses#cc-by
SH.STA.SUIC.MA.P5,CC BY-4.0,"Suicide mortality rate, male (per 100,000 male population)",,"Suicide mortality rate is the number of suicide deaths in a year per 100,000 population. Crude suicide rate (not age-adjusted).","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",Health: Mortality,,,Annual,Weighted Average,,,,This is a sex-disaggregated indicator for Sustainable Development Goal 3.4.2[https://unstats.un.org/sdgs/metadata/].,,https://datacatalog.worldbank.org/public-licenses#cc-by
SP.DYN.TO65.FE.ZS,CC BY-4.0,"Survival to age 65, female (% of cohort)",,"Survival to age 65 refers to the percentage of a cohort of newborn infants that would survive to age 65, if subject to age specific mortality rates of the specified year.",United Nations Population Division. World Population Prospects: 2019 Revision.,Health: Mortality,,,Annual,Weighted average,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
SP.DYN.TO65.MA.ZS,CC BY-4.0,"Survival to age 65, male (% of cohort)",,"Survival to age 65 refers to the percentage of a cohort of newborn infants that would survive to age 65, if subject to age specific mortality rates of the specified year.",United Nations Population Division. World Population Prospects: 2019 Revision.,Health: Mortality,,,Annual,Weighted average,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
SP.POP.TECH.RD.P6,CC BY-4.0,Technicians in R&D (per million people),,"The number of technicians participated in Research & Development (R&D), expressed as per million. Technicians and equivalent staff are people who perform scientific and technical tasks involving the application of concepts and operational methods, normally under the supervision of researchers. R&D covers basic research, applied research, and experimental development.",UNESCO Institute for Statistics (http://uis.unesco.org/),Infrastructure: Technology,,,Annual,Weighted Average,"Technicians in research and development (R&D) are persons whose main tasks require technical knowledge and experience in one or more fields of engineering, physical and life sciences, or social sciences and humanities. 

The OECD's Frascati Manual defines research and experimental development as "creative work undertaken on a systemic basis in order to increase the stock of knowledge, including knowledge of man, culture and society, and the use of this stock of knowledge to devise new applications." R&D covers basic research, applied research, and experimental development.

(1) Basic research - Basic research is experimental or theoretical work undertaken primarily to acquire new knowledge of the underlying foundation of phenomena and observable facts, without any particular application or use in view.

(2) Applied research - Applied research is also original investigation undertaken in order to acquire new knowledge; it is, however, directed primarily towards a specific practical aim or objective.

(3) Experimental development - Experimental development is systematic work, drawing on existing knowledge gained from research and/or practical experience, which is directed to producing new materials, products or devices, to installing new processes, systems and services, or to improving substantially those already produced or installed.

The fields of science and technology used to classify R&D according to the Revised Fields of Science and Technology Classification are:
1. Natural sciences;
2. Engineering and technology;
3. Medical and health sciences;
4. Agricultural sciences;
5. Social sciences;
6. Humanities and the arts.

Data are for full-time equivalent (FTE); the FTE of R&D personnel is defined as the ratio of working hours actually spent on R&D during a specific reference period (usually a calendar year) divided by the total number of hours conventionally worked in the same period by an individual or by a group. 

The data are obtained through statistical surveys which are regularly conducted at national level covering R&D performing entities in the private and public sectors.",,"Estimates of the resources allocated to R&D are affected by national characteristics such as the periodicity and coverage of national R&D surveys across institutional sectors and industries; and the use of different sampling and estimation methods. R&D typically involves a few large performers, hence R&D surveys use various techniques to maintain up-to-date registers of known performers, while attempting to identify new or occasional performers.",,,https://datacatalog.worldbank.org/public-licenses#cc-by
IP.TMK.NRES,CC BY-4.0,"Trademark applications, direct nonresident",Trademark applications filed are applications to register a trademark with a national or regional Intellectual Property (IP) office. Direct nonresident trademark applications are those filed by applicants from abroad directly at a given national IP office.,"Trademark applications filed are applications to register a trademark with a national or regional Intellectual Property (IP) office. A trademark is a distinctive sign which identifies certain goods or services as those produced or provided by a specific person or enterprise. A trademark provides protection to the owner of the mark by ensuring the exclusive right to use it to identify goods or services, or to authorize another to use it in return for payment. The period of protection varies, but a trademark can be renewed indefinitely beyond the time limit on payment of additional fees. Direct nonresident trademark applications are those filed by applicants from abroad directly at a given national IP office.","World Intellectual Property Organization (WIPO), WIPO Patent Report: Statistics on Worldwide Patent Activity. The International Bureau of WIPO assumes no responsibility with respect to the transformation of these data.",Infrastructure: Technology,,,Annual,Sum,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
IP.TMK.RESD,CC BY-4.0,"Trademark applications, direct resident",Trademark applications filed are applications to register a trademark with a national or regional Intellectual Property (IP) office. Direct resident trademark applications are those filed by domestic applicants directly at a given national IP office.,"Trademark applications filed are applications to register a trademark with a national or regional Intellectual Property (IP) office. A trademark is a distinctive sign which identifies certain goods or services as those produced or provided by a specific person or enterprise. A trademark provides protection to the owner of the mark by ensuring the exclusive right to use it to identify goods or services, or to authorize another to use it in return for payment. The period of protection varies, but a trademark can be renewed indefinitely beyond the time limit on payment of additional fees. Direct resident trademark applications are those filed by domestic applicants directly at a given national IP office.","World Intellectual Property Organization (WIPO), WIPO Patent Report: Statistics on Worldwide Patent Activity. The International Bureau of WIPO assumes no responsibility with respect to the transformation of these data.",Infrastructure: Technology,,,Annual,Sum,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
IP.TMK.NRCT,CC BY-4.0,"Trademark applications, nonresident, by count",,"Trademark applications filed are applications to register a trademark with a national or regional Intellectual Property (IP) offices and designations received by relevant offices through the Madrid System. A trademark is a distinctive sign which identifies certain goods or services as those produced or provided by a specific person or enterprise. A trademark provides protection to the owner of the mark by ensuring the exclusive right to use it to identify goods or services, or to authorize another to use it in return for payment. The period of protection varies, but a trademark can be renewed indefinitely beyond the time limit on payment of additional fees. Non-resident application refers to an application filed with the IP office of or acting on behalf of a state or jurisdiction in which the first-named applicant in the application is not domiciled. Class count is used to render application data for trademark applications across offices comparable, as some offices follow a single-class/single-design filing system while other have a multiple class/design filing system.","World Intellectual Property Organization (WIPO), Statistics Database at www.wipo.int/ipstats/. The International Bureau of WIPO assumes no responsibility with respect to the transformation of these data.",Infrastructure: Technology,,,Annual,Sum,,,"Depending on different legal systems, one or more classes can be specified in a trademark application, with the intent to obtain protection of the mark across different goods and/or services. For cross country comparison purposes, users are advised to refer to the trademark data rendered by the class count in the database 2004 onwards. Data are based on information supplied to World Intellectual Property Organization (WIPO) by IP offices in annual surveys, supplemented by data in national IP office reports. Data may be missing for some offices or periods.",,,https://datacatalog.worldbank.org/public-licenses#cc-by
IP.TMK.RSCT,CC BY-4.0,"Trademark applications, resident, by count",,"Trademark applications filed are applications to register a trademark with a national or regional Intellectual Property (IP) offices and designations received by relevant offices through the Madrid System. A trademark is a distinctive sign which identifies certain goods or services as those produced or provided by a specific person or enterprise. A trademark provides protection to the owner of the mark by ensuring the exclusive right to use it to identify goods or services, or to authorize another to use it in return for payment. The period of protection varies, but a trademark can be renewed indefinitely beyond the time limit on payment of additional fees. Resident application refers to an application filed with the IP office of or acting on behalf of the state or jurisdiction in which the first-named applicant in the application has residence. Class count is used to render application data for trademark applications across offices comparable, as some offices follow a single-class/single-design filing system while other have a multiple class/design filing system.","World Intellectual Property Organization (WIPO), Statistics Database at www.wipo.int/ipstats/. The International Bureau of WIPO assumes no responsibility with respect to the transformation of these data.",Infrastructure: Technology,,,Annual,Sum,,,"Depending on different legal systems, one or more classes can be specified in a trademark application, with the intent to obtain protection of the mark across different goods and/or services. For cross country comparison purposes, users are advised to refer to the trademark data rendered by the class count in the database 2004 onwards. Data are based on information supplied to World Intellectual Property Organization (WIPO) by IP offices in annual surveys, supplemented by data in national IP office reports. Data may be missing for some offices or periods.",,,https://datacatalog.worldbank.org/public-licenses#cc-by
